Patent_No,Publication_Number,Priority_Date,Publication_Date,Examiner_Cited
US9079370,US7587111B2,4/10/2006,9/8/2009, 
US9079370,US20090274425A1,7/31/2007,11/5/2009, 
US9079370,US7623747B2,11/10/2005,11/24/2009, 
US9079370,WO2010062646A1,10/28/2008,6/3/2010, 
US9079370,WO2011050181A2,10/21/2009,4/28/2011, 
US9078287,US4365865A,1/30/1981,12/28/1982, 
US9078287,US4420220A,6/25/1979,12/13/1983, 
US9078287,US4497537A,6/9/1983,2/5/1985, 
US9078287,US4552432A,4/21/1983,11/12/1985, 
US9078287,US4695127A,3/27/1985,9/22/1987, 
US9078287,US4723832A,6/28/1985,2/9/1988, 
US9078287,US4787705A,9/5/1986,11/29/1988, 
US9078287,US4867527A,3/31/1987,9/19/1989, 
US9078287,US4895426A,9/20/1988,1/23/1990, 
US9078287,US5268971A,11/7/1991,12/7/1993, 
US9078287,US5317663A,5/20/1993,5/31/1994, 
US9078287,US5394466A,2/16/1993,2/28/1995, 
US9078287,US5469523A,6/10/1994,11/21/1995, 
US9078287,US5539851A,4/17/1995,7/23/1996, 
US9078287,US5555338A,7/19/1994,9/10/1996, 
US9078287,US5555336A,12/27/1994,9/10/1996, 
US9078287,US5557698A,8/19/1994,9/17/1996, 
US9078287,US5627879A,9/17/1992,5/6/1997, 
US9078287,US5648961A,11/21/1994,7/15/1997, 
US9078287,US5677974A,8/28/1995,10/14/1997, 
US9078287,US5699176A,11/6/1995,12/16/1997, 
US9078287,US5745627A,12/28/1995,4/28/1998, 
US9078287,US5778122A,12/24/1996,7/7/1998, 
US9078287,US5864672A,9/12/1995,1/26/1999, 
US9078287,US5880865A,12/3/1996,3/9/1999, 
US9078287,US5913003A,1/10/1997,6/15/1999, 
US9078287,US5946617A,6/28/1996,8/31/1999, 
US9078287,US6169834B1,5/13/1998,1/2/2001, 
US9078287,US6195487B1,6/30/1998,2/27/2001, 
US9078287,US6236789B1,12/22/1999,5/22/2001, 
US9078287,US6343172B1,8/24/1999,1/29/2002, 
US9078287,US6363192B1,12/23/1998,3/26/2002, 
US9078287,US20020136510A1,3/23/2001,9/26/2002, 
US9078287,US6463198B1,3/30/2000,10/8/2002, 
US9078287,US6546175B1,5/26/2000,4/8/2003, 
US9078287,US6567592B1,9/29/2000,5/20/2003, 
US9078287,US6599025B1,3/11/1998,7/29/2003, 
US9078287,US20030215197A1,5/14/2002,11/20/2003, 
US9078287,US6668127B1,8/12/1999,12/23/2003, 
US9078287,US6674966B1,10/15/1998,1/6/2004, 
US9078287,US6687437B1,6/5/2000,2/3/2004, 
US9078287,US6714710B2,8/25/2000,3/30/2004, 
US9078287,US6719461B2,2/19/2002,4/13/2004, 
US9078287,US6755575B2,7/12/2000,6/29/2004, 
US9078287,US6758693B2,11/2/2000,7/6/2004, 
US9078287,US20040198451A1,6/11/2002,10/7/2004,*
US9078287,US6847767B2,6/22/1998,1/25/2005, 
US9078287,US20050094959A1,10/31/2003,5/5/2005, 
US9078287,US6895185B1,8/24/2000,5/17/2005, 
US9078287,EP1534027A2,11/24/2003,5/25/2005, 
US9078287,US6899467B2,9/28/2001,5/31/2005, 
US9078287,US20050172328A1,1/30/2004,8/4/2005, 
US9078287,US6931183B2,3/29/1996,8/16/2005, 
US9078287,US20050213921A1,3/8/2004,9/29/2005, 
US9078287,US20050220421A1,2/23/2004,10/6/2005, 
US9078287,US6965718B2,2/20/2004,11/15/2005, 
US9078287,US6983095B2,11/17/2003,1/3/2006, 
US9078287,US7006740B1,5/28/1999,2/28/2006, 
US9078287,US7035513B2,3/25/2004,4/25/2006, 
US9078287,US7090406B2,5/26/2000,8/15/2006, 
US9078287,US7090407B2,5/26/2000,8/15/2006, 
US9078287,US7113679B2,5/26/2000,9/26/2006, 
US9078287,US7111990B2,5/26/2000,9/26/2006, 
US9078287,US7120347B2,1/27/2004,10/10/2006, 
US9078287,US20060291787A1,6/27/2005,12/28/2006, 
US9078287,US7158703B2,2/11/2005,1/2/2007, 
US9078287,US20070065089A1,8/19/2005,3/22/2007, 
US9078287,US7198409B2,6/30/2003,4/3/2007, 
US9078287,US20070110026A1,11/14/2005,5/17/2007, 
US9078287,WO2007062606A1,12/2/2005,6/7/2007, 
US9078287,US7233731B2,7/2/2003,6/19/2007, 
US9078287,US7264402B2,3/10/2005,9/4/2007, 
US9078287,US7269311B2,4/4/2005,9/11/2007, 
US9078287,US7272281B2,2/1/2006,9/18/2007, 
US9078287,US20070269170A1,5/19/2006,11/22/2007, 
US9078287,US7310430B1,6/2/2006,12/18/2007, 
US9078287,WO2008009421A2,7/17/2006,1/24/2008, 
US9078287,US20080025725A1,1/3/2003,1/31/2008, 
US9078287,US20080063397A1,9/12/2006,3/13/2008, 
US9078287,US7349605B2,4/19/2005,3/25/2008, 
US9078287,US7362936B2,3/1/2006,4/22/2008, 
US9078287,US7369741B2,11/17/2003,5/6/2008, 
US9078287,US7371014B2,8/21/2006,5/13/2008, 
US9078287,US20080159744A1,3/1/2005,7/3/2008, 
US9078287,US7401985B2,4/10/2006,7/22/2008, 
US9078287,WO2008088762A1,1/12/2007,7/24/2008, 
US9078287,US7418181B2,2/13/2006,8/26/2008, 
US9078287,US20080218947A1,3/8/2007,9/11/2008, 
US9078287,US7445389B2,4/10/2006,11/4/2008, 
US9078287,US20080310848A1,6/15/2007,12/18/2008, 
US9078287,US7489849B2,11/3/2004,2/10/2009, 
US9078287,US7494287B2,10/15/2004,2/24/2009, 
US9078287,US7499616B2,4/10/2006,3/3/2009, 
US9078287,US20090060531A1,8/30/2007,3/5/2009, 
US9078287,US7512304B2,3/23/2007,3/31/2009, 
US9078287,US20090162016A1,1/24/2007,6/25/2009, 
US9078287,US7591595B2,1/24/2007,9/22/2009, 
US9078287,US20090245805A1,3/31/2008,10/1/2009, 
US9078287,US20090317047A1,6/19/2008,12/24/2009, 
US9078287,US7643713B2,8/31/2005,1/5/2010, 
US9078287,US20100014868A1,7/18/2008,1/21/2010, 
US9078287,US20100021164A1,7/25/2008,1/28/2010, 
US9078287,US7680388B2,11/3/2004,3/16/2010, 
US9078287,US7692098B2,7/10/2002,4/6/2010, 
US9078287,US7715679B2,5/7/2007,5/11/2010, 
US9078287,US7712976B2,4/10/2006,5/11/2010, 
US9078287,US7720343B2,2/13/2006,5/18/2010, 
US9078287,US7738789B2,1/8/2004,6/15/2010, 
US9078287,US7740409B2,9/19/2007,6/22/2010, 
US9078287,US7744288B2,12/11/2007,6/29/2010, 
US9078287,US7751672B2,10/31/2007,7/6/2010, 
US9078287,US7756379B2,8/6/2007,7/13/2010, 
US9078287,US20100200270A1,2/12/2009,8/12/2010, 
US9078287,US7778510B2,4/10/2006,8/17/2010, 
US9078287,US7816602B2,2/13/2006,10/19/2010, 
US9078287,WO2010135546A1,5/22/2009,11/25/2010, 
US9078287,US7844158B2,10/9/2007,11/30/2010, 
US9078287,US7869681B2,2/6/2004,1/11/2011, 
US9078287,US7869682B2,9/5/2007,1/11/2011, 
US9078287,US7876989B2,4/10/2006,1/25/2011, 
US9078287,US20110044599A1,7/21/2009,2/24/2011, 
US9078287,US20110280527A1,5/14/2010,11/17/2011, 
US9078287,US8068712B2,8/30/2005,11/29/2011, 
US9078287,US20110293227A1,5/31/2010,12/1/2011, 
US9078287,US20110311191A1,6/22/2010,12/22/2011, 
US9078287,US8083417B2,4/10/2006,12/27/2011, 
US9078287,US20120008905A1,7/6/2010,1/12/2012, 
US9078287,US20120008906A1,7/6/2010,1/12/2012, 
US9078287,US20120008904A1,7/6/2010,1/12/2012, 
US9078287,US8116821B2,12/12/2008,2/14/2012, 
US9078287,US20120080225A1,9/30/2010,4/5/2012, 
US9078287,US8155525B2,5/15/2009,4/10/2012, 
US9078287,US8175433B2,7/31/2007,5/8/2012, 
US9078287,US20120114288A1,11/5/2010,5/10/2012, 
US9078287,US8204348B2,6/30/2009,6/19/2012, 
US9078287,US20120191997A1,1/25/2011,7/26/2012, 
US9078287,US8244087B2,10/18/2007,8/14/2012, 
US9078287,US8249410B2,4/25/2008,8/21/2012, 
US9078287,US8265447B2,9/16/2008,9/11/2012, 
US9078287,US8297854B2,2/14/2009,10/30/2012, 
US9078287,US8301003B2,5/14/2010,10/30/2012, 
US9078287,US20120281952A1,5/3/2011,11/8/2012, 
US9078287,US20120281953A1,5/3/2011,11/8/2012, 
US9078287,US20120288245A1,12/2/2008,11/15/2012, 
US9078287,US8328433B2,12/12/2008,12/11/2012, 
US9078287,US20130011106A1,7/6/2011,1/10/2013, 
US9078287,US20130022318A1,7/18/2011,1/24/2013, 
US9078287,US8532490B2,3/5/2009,9/10/2013, 
US9078287,US8665845B2,2/13/2009,3/4/2014, 
US9078287,US8837940B2,4/14/2010,9/16/2014, 
US9075205,US6511231B2,12/27/2000,1/28/2003, 
US9075205,US20040101250A1,6/28/1996,5/27/2004,*
US9075205,US20040151464A1,1/30/2003,8/5/2004,*
US9075205,JP2005115324A,5/30/2003,4/28/2005, 
US9075205,US6966788B1,3/15/2005,11/22/2005, 
US9075205,US7128471B2,5/6/2004,10/31/2006,*
US9075205,US7226217B1,11/18/2005,6/5/2007, 
US9075205,US7229220B2,12/6/2003,6/12/2007, 
US9075205,WO2007103689A2,3/1/2006,9/13/2007, 
US9075205,US20080116678A1,2/8/2005,5/22/2008, 
US9075205,WO2009006400A1,7/3/2007,1/8/2009, 
US9075205,US7494363B1,6/27/2008,2/24/2009, 
US9075205,US20090269943A1,12/24/2007,10/29/2009, 
US9075205,US20100029117A1,8/1/2008,2/4/2010, 
US9075205,US20100233889A1,3/11/2009,9/16/2010, 
US9075205,US20110222819A1,2/12/2010,9/15/2011, 
US9075205,US20110317976A1,12/1/2008,12/29/2011, 
US9075205,US20120148195A1,12/9/2010,6/14/2012, 
US9075205,US20120155803A1,12/7/2010,6/21/2012, 
US9075205,US20130323940A1,5/18/2012,12/5/2013, 
US9075203,US2805106A,12/27/1954,9/3/1957, 
US9075203,US2864656A,6/25/1954,12/16/1958, 
US9075203,US3901564A,10/29/1973,8/26/1975, 
US9075203,US4070076A,5/5/1977,1/24/1978, 
US9075203,US4172625A,12/15/1977,10/30/1979, 
US9075203,US4320934A,6/13/1978,3/23/1982, 
US9075203,DE2918309C2,5/7/1979,11/4/1982, 
US9075203,US4359262A,6/30/1980,11/16/1982, 
US9075203,US4373776A,6/30/1980,2/15/1983, 
US9075203,DE2735106C2,8/4/1977,9/1/1983, 
US9075203,JPS5974523U,11/6/1982,5/21/1984, 
US9075203,FR2531576B1,8/4/1982,1/18/1985, 
US9075203,US4494806A,5/13/1983,1/22/1985, 
US9075203,US4502754A,1/19/1982,3/5/1985, 
US9075203,EP0146478A3,12/20/1983,8/14/1985, 
US9075203,AU4099585A,4/11/1984,10/17/1985, 
US9075203,JPS60169811U,4/18/1984,11/11/1985, 
US9075203,DE3308682C2,3/11/1983,12/5/1985, 
US9075203,JPS6155607U,9/14/1984,4/14/1986, 
US9075203,US4585303A,8/4/1982,4/29/1986, 
US9075203,JPS6190104U,11/20/1984,6/12/1986, 
US9075203,US4595255A,8/24/1983,6/17/1986, 
US9075203,AU5531486A,3/29/1985,10/2/1986, 
US9075203,US4630886A,4/16/1984,12/23/1986, 
US9075203,EP0149250B1,12/30/1983,8/12/1987, 
US9075203,US4697874A,12/14/1984,10/6/1987, 
US9075203,US4699455A,2/19/1985,10/13/1987, 
US9075203,FR2587127B1,9/6/1985,10/23/1987, 
US9075203,US4708430A,10/25/1984,11/24/1987, 
US9075203,US4717231A,1/5/1983,1/5/1988, 
US9075203,US4737039A,12/8/1986,4/12/1988, 
US9075203,US4765710A,7/30/1985,8/23/1988, 
US9075203,US4792203A,9/17/1985,12/20/1988, 
US9075203,US4820007A,2/12/1988,4/11/1989, 
US9075203,US4840449A,1/27/1988,6/20/1989, 
US9075203,US4898448A,5/2/1988,2/6/1990, 
US9075203,US4971421A,9/29/1989,11/20/1990, 
US9075203,US4986762A,8/15/1989,1/22/1991, 
US9075203,US4995688A,7/31/1989,2/26/1991, 
US9075203,US5024498A,11/12/1988,6/18/1991, 
US9075203,WO1991010927A1,1/22/1990,7/25/1991, 
US9075203,EP0406151A3,6/29/1989,9/25/1991, 
US9075203,US5066149A,9/11/1990,11/19/1991, 
US9075203,US5067678A,7/31/1989,11/26/1991, 
US9075203,US5071211A,12/20/1988,12/10/1991, 
US9075203,US5127082A,3/22/1991,6/30/1992, 
US9075203,US5129030A,5/30/1991,7/7/1992, 
US9075203,US5138688A,11/9/1990,8/11/1992, 
US9075203,US5142606A,1/22/1990,8/25/1992, 
US9075203,US5142607A,3/20/1990,8/25/1992, 
US9075203,US5167001A,9/3/1991,11/24/1992, 
US9075203,US5174675A,5/7/1990,12/29/1992, 
US9075203,US5240209A,11/17/1992,8/31/1993, 
US9075203,US5247603A,1/24/1992,9/21/1993, 
US9075203,US5275064A,6/12/1992,1/4/1994, 
US9075203,US5285515A,2/21/1992,2/8/1994, 
US9075203,US5289558A,10/5/1991,2/22/1994, 
US9075203,US5316243A,7/31/1989,5/31/1994, 
US9075203,US5323480A,11/25/1992,6/21/1994, 
US9075203,US5335349A,12/14/1992,8/2/1994, 
US9075203,US5339379A,6/18/1993,8/16/1994, 
US9075203,FR2678076B1,6/20/1991,9/23/1994, 
US9075203,US5353367A,11/29/1993,10/4/1994, 
US9075203,US5363466A,2/21/1992,11/8/1994, 
US9075203,US5363467A,5/28/1993,11/8/1994, 
US9075203,EP0356942B1,8/29/1988,1/11/1995, 
US9075203,WO1995007480A1,9/8/1993,3/16/1995, 
US9075203,US5402515A,3/1/1994,3/28/1995, 
US9075203,US5412751A,8/31/1993,5/2/1995, 
US9075203,DE4413136C1,4/19/1994,5/4/1995, 
US9075203,US5430823A,10/4/1990,7/4/1995, 
US9075203,US5438641A,3/26/1993,8/1/1995, 
US9075203,EP0464570B1,6/29/1990,9/6/1995, 
US9075203,US5490229A,12/8/1993,2/6/1996, 
US9075203,US5497444A,1/21/1994,3/5/1996, 
US9075203,DE29504191U1,3/1/1995,3/28/1996, 
US9075203,WO1996010203A1,9/28/1994,4/4/1996, 
US9075203,US5509096A,10/28/1994,4/16/1996, 
US9075203,US5511144A,6/13/1994,4/23/1996, 
US9075203,US5530783A,8/31/1994,6/25/1996, 
US9075203,US5570450A,12/12/1991,10/29/1996, 
US9075203,EP0538164B1,10/15/1991,3/5/1997, 
US9075203,US5613030A,5/15/1995,3/18/1997, 
US9075203,DE3836273C2,10/25/1988,5/7/1997, 
US9075203,US5640481A,8/15/1994,6/17/1997, 
US9075203,US5655044A,12/1/1994,8/5/1997, 
US9075203,US5724469A,1/26/1996,3/3/1998, 
US9075203,US5802237A,4/18/1997,9/1/1998, 
US9075203,US5811055A,2/6/1996,9/22/1998, 
US9075203,US5836148A,2/6/1996,11/17/1998, 
US9075203,WO1999000619A1,6/26/1997,1/7/1999, 
US9075203,US5882100A,10/7/1996,3/16/1999, 
US9075203,US5887106A,4/12/1996,3/23/1999, 
US9075203,US5917984A,3/14/1996,6/29/1999, 
US9075203,US5923753A,11/17/1997,7/13/1999, 
US9075203,US5946440A,11/17/1997,8/31/1999, 
US9075203,US5966492A,12/19/1997,10/12/1999, 
US9075203,EP0563995B1,4/3/1992,10/13/1999, 
US9075203,US5971626A,8/29/1997,10/26/1999, 
US9075203,US5978540A,4/23/1998,11/2/1999, 
US9075203,US5975769A,7/8/1997,11/2/1999, 
US9075203,US6009224A,11/6/1997,12/28/1999, 
US9075203,US6022150A,4/30/1997,2/8/2000, 
US9075203,US6027252A,12/19/1997,2/22/2000,*
US9075203,US6044194A,3/17/1997,3/28/2000, 
US9075203,US6076908A,9/17/1998,6/20/2000, 
US9075203,US6215938B1,9/21/1998,4/10/2001, 
US9075203,US6226436B1,11/18/1999,5/1/2001, 
US9075203,US20010001270A1,7/21/1998,5/17/2001, 
US9075203,US6236795B1,6/7/1999,5/22/2001, 
US9075203,US6269214B1,8/4/1998,7/31/2001, 
US9075203,US6301424B1,4/13/2000,10/9/2001, 
US9075203,US6360050B1,9/8/2000,3/19/2002, 
US9075203,US6438310B1,1/24/2000,8/20/2002, 
US9075203,US6439523B1,6/2/2000,8/27/2002, 
US9075203,US20020181922A1,6/1/2001,12/5/2002, 
US9075203,US6496638B1,10/23/1998,12/17/2002, 
US9075203,US6504988B1,1/24/2000,1/7/2003, 
US9075203,US20030007767A1,7/6/2001,1/9/2003, 
US9075203,US6591051B2,11/16/2001,7/8/2003, 
US9075203,US20030128951A1,11/13/2001,7/10/2003, 
US9075203,US6594434B1,10/26/2001,7/15/2003, 
US9075203,US6600866B2,3/13/2001,7/29/2003, 
US9075203,US20030174996A1,3/15/2002,9/18/2003, 
US9075203,US20030190035A1,4/5/2002,10/9/2003, 
US9075203,KR200337929Y1,10/23/2003,1/13/2004, 
US9075203,US6677520B1,7/22/2002,1/13/2004, 
US9075203,US20040011750A1,7/22/2002,1/22/2004, 
US9075203,US20040013390A1,7/22/2002,1/22/2004, 
US9075203,US20040136676A1,1/15/2003,7/15/2004, 
US9075203,US6768860B2,12/5/2002,7/27/2004, 
US9075203,US20040175090A1,4/2/2001,9/9/2004, 
US9075203,US6804447B2,11/5/2002,10/12/2004, 
US9075203,US6809258B1,2/24/2003,10/26/2004, 
US9075203,US6810193B1,11/22/1999,10/26/2004, 
US9075203,US6845208B2,11/13/2001,1/18/2005, 
US9075203,US20050025444A1,7/31/2003,2/3/2005, 
US9075203,US20050058421A1,3/5/2003,3/17/2005, 
US9075203,US20050078929A1,1/3/2002,4/14/2005, 
US9075203,US20050100301A1,3/1/1999,5/12/2005, 
US9075203,US20050123261A1,4/12/2002,6/9/2005, 
US9075203,US6925241B2,10/11/2002,8/2/2005, 
US9075203,US6934457B2,2/25/2002,8/23/2005, 
US9075203,US6945620B2,5/17/2002,9/20/2005, 
US9075203,US7068907B2,2/12/2001,6/27/2006, 
US9075203,US20060275008A1,6/3/2005,12/7/2006, 
US9075203,US20070003204A1,6/30/2005,1/4/2007, 
US9075203,US20070025675A1,7/27/2005,2/1/2007, 
US9075203,US20070031099A1,8/2/2005,2/8/2007, 
US9075203,US7302153B2,10/26/2005,11/27/2007, 
US9075203,US7367823B2,12/23/2003,5/6/2008, 
US9075203,US20080175550A1,1/19/2007,7/24/2008, 
US9075203,US7406240B2,7/21/2005,7/29/2008, 
US9075203,US7409137B2,10/4/2006,8/5/2008, 
US9075203,US7460757B2,11/22/2002,12/2/2008, 
US9075203,US20090047800A1,8/9/2007,2/19/2009,*
US9075203,US7496268B2,12/13/2006,2/24/2009, 
US9075203,US20090067800A1,9/7/2007,3/12/2009, 
US9075203,US20090097813A1,10/1/2007,4/16/2009, 
US9075203,US20090245743A1,3/27/2008,10/1/2009, 
US9075203,US20090274431A1,3/28/2008,11/5/2009, 
US9075203,US7689089B2,10/11/2006,3/30/2010, 
US9075203,US7706656B2,5/25/2005,4/27/2010, 
US9075203,US7715681B2,3/28/2008,5/11/2010, 
US9075203,US20100142910A1,10/1/2007,6/10/2010, 
US9075203,US20100158465A1,12/9/2008,6/24/2010, 
US9075203,US7747125B1,11/7/2007,6/29/2010, 
US9075203,US7764859B2,3/28/2008,7/27/2010, 
US9075203,US7856166B2,9/2/2008,12/21/2010, 
US9075203,US20100322578A1,6/19/2009,12/23/2010,*
US9075203,US7876993B2,5/5/2008,1/25/2011, 
US9075203,US20110188809A1,2/2/2010,8/4/2011, 
US9075203,US20110211799A1,10/27/2008,9/1/2011, 
US9075203,US20110217016A1,2/1/2008,9/8/2011, 
US9075203,US20110267794A1,2/12/2010,11/3/2011, 
US9075203,US20110268410A1,4/30/2010,11/3/2011, 
US9075203,US20110268412A1,4/30/2010,11/3/2011, 
US9075203,US20110268408A1,4/30/2010,11/3/2011, 
US9075203,US20110268404A1,5/21/2009,11/3/2011, 
US9075203,US8059932B2,10/1/2007,11/15/2011, 
US9075203,US20110317974A1,6/23/2010,12/29/2011, 
US9075203,US20120051708A1,8/24/2010,3/1/2012, 
US9075203,US8285104B2,8/29/2008,10/9/2012, 
US9075203,US20130089292A1,10/7/2011,4/11/2013, 
US9075203,US20130089298A1,10/7/2011,4/11/2013, 
US9075203,US20130183018A1,1/17/2012,7/18/2013, 
US9075203,US8559785B2,8/29/2008,10/15/2013, 
US9075203,US20130287356A1,10/7/2011,10/31/2013, 
US9075203,US20140086545A1,9/21/2012,3/27/2014, 
US9075203,US8690593B2,2/12/2010,4/8/2014, 
US9071041,US3890459A,6/17/1974,6/17/1975, 
US9071041,US4136257A,3/1/1978,1/23/1979, 
US9071041,US4527760A,6/29/1983,7/9/1985, 
US9071041,US4619428A,7/25/1983,10/28/1986,*
US9071041,US5067678A,7/31/1989,11/26/1991, 
US9071041,US5316243A,7/31/1989,5/31/1994, 
US9071041,US5752781A,3/14/1997,5/19/1998, 
US9071041,US5898134A,6/30/1997,4/27/1999, 
US9071041,US6044194A,3/17/1997,3/28/2000, 
US9071041,US6437243B1,3/3/1999,8/20/2002, 
US9071041,US6468112B1,1/11/1999,10/22/2002, 
US9071041,DE20115027U1,9/12/2001,2/6/2003, 
US9071041,US6708918B2,3/1/2001,3/23/2004, 
US9071041,US6766093B2,3/28/2000,7/20/2004, 
US9071041,US6835891B1,11/5/2003,12/28/2004, 
US9071041,US6916986B1,5/5/2004,7/12/2005, 
US9071041,US7083051B2,11/15/2002,8/1/2006, 
US9071041,US20060228087A1,4/7/2005,10/12/2006, 
US9071041,US7285027B2,3/22/2004,10/23/2007, 
US9071041,US7298951B2,2/16/2006,11/20/2007, 
US9071041,US7315680B1,6/21/2006,1/1/2008, 
US9071041,US7326863B2,2/10/2004,2/5/2008, 
US9071041,US20080050084A1,8/25/2006,2/28/2008, 
US9071041,US7369740B2,8/25/2006,5/6/2008, 
US9071041,US20090032280A1,8/1/2007,2/5/2009, 
US9071041,US20100263902A1,4/20/2009,10/21/2010, 
US9071041,US20100266256A1,4/20/2009,10/21/2010, 
US9071041,US7869683B2,7/31/2003,1/11/2011, 
US9071041,US7952027B2,12/29/2008,5/31/2011,*
US9071041,US8079561B2,8/26/2008,12/20/2011,*
US9069150,US2805106A,12/27/1954,9/3/1957, 
US9069150,US2864656A,6/25/1954,12/16/1958, 
US9069150,US3901564A,10/29/1973,8/26/1975, 
US9069150,US4070076A,5/5/1977,1/24/1978, 
US9069150,US4172625A,12/15/1977,10/30/1979, 
US9069150,US4320934A,6/13/1978,3/23/1982, 
US9069150,DE2918309C2,5/7/1979,11/4/1982, 
US9069150,US4359262A,6/30/1980,11/16/1982, 
US9069150,US4373776A,6/30/1980,2/15/1983, 
US9069150,DE2735106C2,8/4/1977,9/1/1983, 
US9069150,JPS5974523U,11/6/1982,5/21/1984, 
US9069150,FR2531576B1,8/4/1982,1/18/1985, 
US9069150,US4494806A,5/13/1983,1/22/1985, 
US9069150,US4502754A,1/19/1982,3/5/1985, 
US9069150,EP0146478A3,12/20/1983,8/14/1985, 
US9069150,AU4099585A,4/11/1984,10/17/1985, 
US9069150,JPS60169811U,4/18/1984,11/11/1985, 
US9069150,DE3308682C2,3/11/1983,12/5/1985, 
US9069150,JPS6155607U,9/14/1984,4/14/1986, 
US9069150,US4585303A,8/4/1982,4/29/1986, 
US9069150,JPS6190104U,11/20/1984,6/12/1986, 
US9069150,US4595255A,8/24/1983,6/17/1986, 
US9069150,AU5531486A,3/29/1985,10/2/1986, 
US9069150,US4630886A,4/16/1984,12/23/1986, 
US9069150,EP0149250B1,12/30/1983,8/12/1987, 
US9069150,US4697874A,12/14/1984,10/6/1987, 
US9069150,US4699455A,2/19/1985,10/13/1987, 
US9069150,FR2587127B1,9/6/1985,10/23/1987, 
US9069150,US4708430A,10/25/1984,11/24/1987, 
US9069150,US4717231A,1/5/1983,1/5/1988, 
US9069150,US4737039A,12/8/1986,4/12/1988, 
US9069150,US4765710A,7/30/1985,8/23/1988, 
US9069150,US4792203A,9/17/1985,12/20/1988, 
US9069150,US4820007A,2/12/1988,4/11/1989, 
US9069150,US4840449A,1/27/1988,6/20/1989, 
US9069150,US4898448A,5/2/1988,2/6/1990, 
US9069150,US4971421A,9/29/1989,11/20/1990, 
US9069150,US4986762A,8/15/1989,1/22/1991, 
US9069150,US4995688A,7/31/1989,2/26/1991, 
US9069150,US5024498A,11/12/1988,6/18/1991, 
US9069150,WO1991010927A1,1/22/1990,7/25/1991, 
US9069150,EP0406151A3,6/29/1989,9/25/1991, 
US9069150,US5066149A,9/11/1990,11/19/1991, 
US9069150,US5067678A,7/31/1989,11/26/1991, 
US9069150,US5071211A,12/20/1988,12/10/1991, 
US9069150,US5127082A,3/22/1991,6/30/1992, 
US9069150,US5129030A,5/30/1991,7/7/1992, 
US9069150,US5138688A,11/9/1990,8/11/1992, 
US9069150,US5142606A,1/22/1990,8/25/1992, 
US9069150,US5142607A,3/20/1990,8/25/1992, 
US9069150,US5167001A,9/3/1991,11/24/1992, 
US9069150,US5174675A,5/7/1990,12/29/1992, 
US9069150,US5240209A,11/17/1992,8/31/1993, 
US9069150,US5247603A,1/24/1992,9/21/1993, 
US9069150,US5275064A,6/12/1992,1/4/1994, 
US9069150,US5285515A,2/21/1992,2/8/1994, 
US9069150,US5289558A,10/5/1991,2/22/1994, 
US9069150,US5316243A,7/31/1989,5/31/1994, 
US9069150,US5323480A,11/25/1992,6/21/1994, 
US9069150,US5335349A,12/14/1992,8/2/1994, 
US9069150,US5339379A,6/18/1993,8/16/1994, 
US9069150,FR2678076B1,6/20/1991,9/23/1994, 
US9069150,US5353367A,11/29/1993,10/4/1994, 
US9069150,US5363466A,2/21/1992,11/8/1994, 
US9069150,US5363467A,5/28/1993,11/8/1994, 
US9069150,EP0356942B1,8/29/1988,1/11/1995, 
US9069150,WO1995007480A1,9/8/1993,3/16/1995, 
US9069150,US5402515A,3/1/1994,3/28/1995, 
US9069150,US5412751A,8/31/1993,5/2/1995, 
US9069150,DE4413136C1,4/19/1994,5/4/1995, 
US9069150,US5430823A,10/4/1990,7/4/1995, 
US9069150,US5438641A,3/26/1993,8/1/1995, 
US9069150,EP0464570B1,6/29/1990,9/6/1995, 
US9069150,US5490229A,12/8/1993,2/6/1996, 
US9069150,US5497444A,1/21/1994,3/5/1996, 
US9069150,DE29504191U1,3/1/1995,3/28/1996, 
US9069150,WO1996010203A1,9/28/1994,4/4/1996, 
US9069150,US5509096A,10/28/1994,4/16/1996, 
US9069150,US5511144A,6/13/1994,4/23/1996, 
US9069150,US5530783A,8/31/1994,6/25/1996, 
US9069150,US5570450A,12/12/1991,10/29/1996, 
US9069150,EP0538164B1,10/15/1991,3/5/1997, 
US9069150,US5613030A,5/15/1995,3/18/1997, 
US9069150,DE3836273C2,10/25/1988,5/7/1997, 
US9069150,US5640481A,8/15/1994,6/17/1997, 
US9069150,US5655044A,12/1/1994,8/5/1997, 
US9069150,US5724469A,1/26/1996,3/3/1998, 
US9069150,US5802237A,4/18/1997,9/1/1998, 
US9069150,US5811055A,2/6/1996,9/22/1998, 
US9069150,US5836148A,2/6/1996,11/17/1998, 
US9069150,WO1999000619A1,6/26/1997,1/7/1999, 
US9069150,US5882100A,10/7/1996,3/16/1999, 
US9069150,US5887106A,4/12/1996,3/23/1999, 
US9069150,US5917984A,3/14/1996,6/29/1999, 
US9069150,US5923753A,11/17/1997,7/13/1999, 
